longitude,latitude,housing_median_age,population,median_income,median_house_value,rooms_per_household,bedrooms_per_room,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-118.06,34.1,38,1599,3.8646,257100,5.302134646962233,0.19696500464540107,False,False,False,False
-118.06,34.1,42,697,4.3523,283600,5.588652482269503,0.19860406091370558,False,False,False,False
-118.06,34.1,43,786,3.5761,256700,5.4880239520958085,0.19367157665030005,False,False,False,False
-118.06,34.1,38,1308,3.6995,260100,5.288503253796096,0.18129614438063987,False,False,False,False
-118.04,34.1,38,1155,4.1488,235300,5.438967136150235,0.19464825205006475,True,False,False,False
-118.04,34.09,34,1542,4.6211,248900,5.525531914893617,0.17751251443973817,True,False,False,False
-118.05,34.1,30,1107,4.2321,252200,5.1514423076923075,0.1992533831077928,True,False,False,False
-118.05,34.1,42,1313,4.0179,274300,5.13681592039801,0.19564164648910412,True,False,False,False
-118.06,34.09,38,1096,4.0625,262500,5.487870619946092,0.1905697445972495,False,False,False,False
-118.06,34.1,38,874,4.8594,265900,6.363636363636363,0.1683673469387755,False,False,False,False
-118.06,34.09,36,717,3.244,258100,5.227848101265823,0.192090395480226,False,False,False,False
-118.06,34.09,40,1116,4.2898,251600,5.224867724867725,0.1969620253164557,False,False,False,False
-118.07,34.09,40,1293,2.5474,198100,4.8879551820728295,0.21203438395415472,False,False,False,False
-118.07,34.09,35,887,4.0987,202400,4.434782608695652,0.2181372549019608,False,False,False,False
-118.08,34.09,33,1715,2.9196,208800,4.824528301886793,0.22604614782948768,False,False,False,False
-118.08,34.09,34,1485,3.7222,207200,4.546134663341646,0.25068568294020843,False,False,False,False
-118.08,34.09,32,2316,3.7066,206800,4.279627163781624,0.22339763534536403,False,False,False,False
-118.04,34.09,34,1461,3.8304,183000,5.040302267002519,0.19390304847576212,True,False,False,False
-118.04,34.08,35,975,4.037,173300,4.537549407114624,0.22473867595818817,False,False,False,False
-118.04,34.09,32,817,2.8333,186000,3.836676217765043,0.24943988050784166,True,False,False,False
-118.05,34.09,23,409,3.5268,146400,4.894308943089431,0.22425249169435216,False,False,False,False
-118.02,34.09,32,1199,3.4286,191800,4.345771144278607,0.22839152833428736,True,False,False,False
-118.02,34.08,29,2449,3.6944,175200,4.048744460856721,0.24334184604159065,True,False,False,False
-118.02,34.09,24,1976,2.6917,170000,4.351464435146443,0.24711538461538463,True,False,False,False
-118.03,34.09,29,1152,2.8029,180900,3.7739938080495357,0.27727645611156687,True,False,False,False
-118.03,34.08,32,1732,2.4464,169600,3.920704845814978,0.27191011235955054,True,False,False,False
-118.0,34.1,34,1544,3.4005,176300,5.099773242630386,0.20453534904401957,True,False,False,False
-118.01,34.09,29,2331,3.6094,179200,4.930434782608696,0.21957671957671956,True,False,False,False
-118.01,34.1,27,1713,3.8085,181400,4.351885098743267,0.2235973597359736,True,False,False,False
-118.01,34.1,35,1375,3.4609,166300,5.234567901234568,0.19433962264150945,True,False,False,False
-118.0,34.08,29,1520,3.994,195300,5.502747252747253,0.200199700449326,True,False,False,False
-118.01,34.08,30,1969,3.6531,166300,4.562,0.22884699693117053,True,False,False,False
-118.02,34.08,28,2452,2.6071,175900,4.76592082616179,0.22788010111953774,True,False,False,False
-118.01,34.08,35,1414,4.275,173600,5.337175792507205,0.19330453563714903,True,False,False,False
-118.01,34.09,32,1283,3.1944,181700,3.992574257425743,0.22380657160570366,True,False,False,False
-118.0,34.08,23,1279,4.6467,185100,5.629757785467128,0.1954517516902274,True,False,False,False
-118.02,34.08,31,2830,2.3333,164200,3.9834162520729683,0.2631140716069942,True,False,False,False
-118.03,34.08,37,726,3.25,159200,4.2349726775956285,0.23096774193548386,True,False,False,False
-118.03,34.08,42,1311,2.9688,162800,4.536931818181818,0.23356293049467752,True,False,False,False
-118.04,34.07,52,269,2.3611,131300,2.36,0.3333333333333333,False,False,False,False
-118.05,34.08,34,752,2.0433,138800,3.142857142857143,0.2692307692307692,False,False,False,False
-118.05,34.08,25,4983,2.7254,143500,3.7965970610982214,0.2896720309635364,False,False,False,False
-118.05,34.08,30,1857,2.4914,159200,3.6728971962616823,0.27162849872773537,False,False,False,False
-118.06,34.08,37,850,2.5119,180500,3.9292929292929295,0.2634961439588689,False,False,False,False
-118.06,34.08,34,942,3.4202,189100,4.885714285714286,0.2172096908939014,False,False,False,False
-118.06,34.08,42,1239,3.2569,201500,4.945273631840796,0.2022132796780684,False,False,False,False
-118.07,34.08,38,1843,3.2312,211900,4.5762081784386615,0.22461413484971568,False,False,False,False
-118.07,34.07,19,1427,3.125,207100,4.2,0.2528957528957529,False,False,False,False
-118.07,34.08,37,733,2.806,214600,4.979423868312757,0.20826446280991737,False,False,False,False
-118.05,34.07,32,4119,3.2373,183100,4.340096618357488,0.23931433659839715,False,False,False,False
-118.06,34.07,30,3034,2.3929,184400,3.340086830680174,0.2920277296360485,False,False,False,False
-118.03,34.07,37,905,3.1042,152000,4.508264462809917,0.2465627864344638,False,False,False,False
-118.03,34.06,36,1307,2.1453,162100,3.4863013698630136,0.29960707269155207,False,False,False,False
-118.04,34.07,39,1090,3.8125,174000,4.487012987012987,0.22793053545586106,False,False,False,False
-118.04,34.07,39,2536,2.3098,173100,3.7824074074074074,0.2647898816809465,False,False,False,False
-118.01,34.07,22,6666,2.9334,182600,4.334478021978022,0.24908889241007764,True,False,False,False
-118.01,34.06,26,455,2.7721,155400,2.8418367346938775,0.2746858168761221,True,False,False,False
-118.01,34.07,24,6626,2.2559,166800,3.837947332883187,0.26125967628430685,True,False,False,False
-118.02,34.07,21,3528,2.3236,156300,3.6583990980834273,0.29553158705701077,True,False,False,False
-118.03,34.06,31,1396,2.4706,170600,4.156593406593407,0.25710508922670194,False,False,False,False
-118.03,34.06,24,3537,2.1094,135200,2.8434466019417477,0.3559539052496799,False,False,False,False
-118.03,34.06,27,3481,2.4875,157800,3.4573002754820936,0.31195219123505974,False,False,False,False
-118.04,34.06,31,1300,2.1383,153400,3.3344947735191637,0.30825496342737724,False,False,False,False
-118.04,34.06,30,2481,3.1875,154200,4.171487603305785,0.27290737989103514,False,False,False,False
-118.04,34.06,39,988,3.2132,176100,5.517543859649122,0.19475357710651828,False,False,False,False
-118.05,34.06,32,2991,2.1781,174500,3.4900763358778626,0.28608923884514437,False,False,False,False
-118.05,34.06,45,722,2.1406,162500,3.1987951807228914,0.3088512241054614,False,False,False,False
-118.05,34.06,25,1570,3.023,142000,3.441077441077441,0.2847358121330724,False,False,False,False
-118.06,34.06,28,3160,2.5763,173900,3.4306451612903226,0.2938410907381288,False,False,False,False
-118.06,34.06,28,2184,1.9189,165900,3.097560975609756,0.34026996625421824,False,False,False,False
-118.07,34.07,31,1062,3.5156,199300,4.945848375451264,0.2072992700729927,False,False,False,False
-118.08,34.07,32,3775,3.29,205500,4.281675392670157,0.2384446074834923,False,False,False,False
-118.07,34.06,34,2758,2.5985,168600,4.110157367668097,0.24991298294465716,False,False,False,False
-118.04,34.05,32,1337,2.6579,156800,4.760456273764259,0.21805111821086262,False,False,False,False
-118.05,34.05,36,920,3.7279,162200,5.447236180904523,0.1863468634686347,False,False,False,False
-118.06,34.04,28,1011,2.6288,160300,4.406976744186046,0.23944591029023746,False,False,False,False
-118.03,34.06,24,3818,2.5445,151400,3.467696629213483,0.29607128392061566,False,False,False,False
-118.04,34.05,34,1043,3.0536,137500,4.620087336244541,0.21739130434782608,False,False,False,False
-118.04,34.04,35,1527,3.0,160600,5.040697674418604,0.2093425605536332,False,False,False,False
-118.04,34.04,32,1492,3.5,165100,4.733918128654971,0.19950586781964175,False,False,False,False
-118.06,34.03,36,21,2.375,175000,2.3333333333333335,0.3333333333333333,False,False,False,False
-118.02,34.06,26,3792,2.2577,173800,3.5850673194614444,0.3311710481392967,False,False,False,False
-118.02,34.05,34,2050,2.5562,156300,3.1692913385826773,0.31863354037267083,False,False,False,False
-118.03,34.05,36,1557,2.7955,157500,3.672972972972973,0.2332597498160412,False,False,False,False
-118.03,34.05,36,1511,3.5129,142300,4.352750809061488,0.24609665427509295,False,False,False,False
-118.01,34.05,31,1717,2.1602,161700,3.0842391304347827,0.31277533039647576,False,False,False,False
-118.02,34.05,28,1145,2.3611,167000,3.739622641509434,0.25731584258324924,False,False,False,False
-118.02,34.05,33,2932,3.0625,165800,4.338028169014085,0.2544642857142857,False,False,False,False
-118.02,34.04,28,5041,2.8821,158100,4.385653409090909,0.23465587044534414,False,False,False,False
-118.07,34.17,34,1525,7.8588,454800,7.176678445229682,0.14697193500738553,True,False,False,False
-118.07,34.17,36,1215,5.5418,326100,5.8474576271186445,0.16314699792960663,True,False,False,False
-118.07,34.17,35,986,5.7051,326000,5.7272727272727275,0.17413632119514472,True,False,False,False
-118.1,34.18,39,880,7.7108,450000,6.846607669616519,0.14476518741921585,True,False,False,False
-118.12,34.19,52,970,8.7835,444100,7.539184952978056,0.12432432432432433,True,False,False,False
-118.11,34.2,36,1897,6.827,359400,7.021428571428571,0.14750762970498474,True,False,False,False
-118.13,34.2,46,1022,6.4288,295500,6.774683544303797,0.15956651718983558,True,False,False,False
-118.13,34.19,48,930,4.7269,303900,6.975274725274725,0.16738873572272547,True,False,False,False
-118.13,34.21,36,621,6.1824,274100,6.9,0.1621808143547274,True,False,False,False
-118.13,34.2,45,529,5.6629,234000,5.251082251082251,0.16982687551525144,True,False,False,False
-118.13,34.2,46,573,4.9312,240200,6.052380952380952,0.18568056648308418,True,False,False,False
-118.13,34.19,43,1015,2.92,242200,4.927051671732523,0.22516964836520667,True,False,False,False
-118.14,34.19,45,1686,4.73,201000,5.922570016474465,0.1721835883171071,True,False,False,False
-118.14,34.2,39,1282,5.0953,207400,5.9467592592592595,0.16582327753989878,True,False,False,False
-118.15,34.2,37,1037,3.7932,210300,5.5013774104683195,0.18077115673510266,True,False,False,False
-118.15,34.2,52,1018,4.1518,182100,5.546583850931677,0.1713325867861142,True,False,False,False
-118.15,34.2,46,857,4.5,184200,5.594795539033457,0.173421926910299,True,False,False,False
-118.15,34.21,34,1422,5.4727,238900,6.312785388127854,0.18625678119349007,True,False,False,False
-118.15,34.19,48,1126,3.2216,161600,4.853403141361256,0.1941747572815534,False,False,False,False
-118.15,34.19,47,868,3.6094,160700,5.820338983050847,0.18287711124053582,False,False,False,False
-118.16,34.19,40,1218,4.25,177900,5.302593659942363,0.19456521739130433,False,False,False,False
-118.16,34.2,43,988,3.8203,176000,5.8957654723127035,0.18950276243093922,False,False,False,False
-118.18,34.22,40,853,5.9845,241700,7.317343173431734,0.1502773575390822,False,False,False,False
-118.18,34.2,44,668,8.72,415900,6.163179916317992,0.1697216564833673,False,False,False,False
-118.2,34.21,42,665,6.7571,443900,6.665178571428571,0.15874079035498995,False,False,False,False
-118.21,34.21,41,757,4.7734,450800,6.572549019607843,0.15692124105011934,False,False,False,False
-118.23,34.22,37,618,5.9771,431800,6.088495575221239,0.17223837209302326,False,False,False,False
-118.15,34.18,46,1985,2.2328,142100,4.890350877192983,0.21883408071748878,False,False,False,False
-118.15,34.17,46,1740,2.0278,127500,5.189024390243903,0.21856639247943596,False,False,False,False
-118.16,34.18,44,1345,1.8932,136100,4.782608695652174,0.20802139037433154,False,False,False,False
-118.16,34.18,48,559,2.4135,135700,4.207407407407407,0.25528169014084506,False,False,False,False
-118.16,34.17,52,703,3.1741,163800,5.398190045248869,0.19111483654652137,False,False,False,False
-118.17,34.18,44,607,2.8472,218800,5.169741697416974,0.17558886509635974,False,False,False,False
-118.15,34.18,42,1118,3.3125,154900,4.890675241157556,0.210387902695595,False,False,False,False
-118.16,34.19,42,1641,2.2326,149200,4.761467889908257,0.22254335260115607,False,False,False,False
-118.16,34.19,44,1377,3.5887,153500,5.26378896882494,0.20455580865603645,False,False,False,False
-118.17,34.18,38,828,4.375,166700,5.40084388185654,0.18046875,False,False,False,False
-118.17,34.19,45,1035,4.0985,173100,5.737179487179487,0.17653631284916202,False,False,False,False
-118.13,34.19,42,1012,4.0714,234000,5.843501326259947,0.1870177031320926,True,False,False,False
-118.14,34.18,47,1700,3.5164,226500,5.970639032815199,0.1799247902805901,False,False,False,False
-118.14,34.19,49,737,3.7222,237000,5.846689895470384,0.16507747318235996,True,False,False,False
-118.15,34.19,38,1398,2.3967,163100,4.278728606356968,0.23485714285714285,False,False,False,False
-118.1,34.18,47,902,5.894,300900,6.0055401662049865,0.16236162361623616,True,False,False,False
-118.11,34.18,52,1434,5.9009,376000,7.2877551020408164,0.1428171380565668,True,False,False,False
-118.12,34.18,44,891,6.3467,352700,6.994065281899109,0.14509970301230377,True,False,False,False
-118.13,34.18,52,1309,6.4223,310900,6.340163934426229,0.16774402068519714,True,False,False,False
-118.1,34.17,46,753,4.7241,279600,5.375757575757576,0.17756482525366404,True,False,False,False
-118.1,34.17,48,421,3.2813,268100,5.5,0.20612061206120613,True,False,False,False
-118.11,34.17,50,1484,4.99,261600,5.929701230228471,0.17723770005927683,True,False,False,False
-118.11,34.17,46,1453,3.1115,234600,5.167577413479052,0.20867113147691224,True,False,False,False
-118.12,34.18,47,1537,3.4777,230600,4.873180873180873,0.2188566552901024,True,False,False,False
-118.13,34.18,52,603,5.8309,309100,6.477876106194691,0.14412568306010928,True,False,False,False
-118.12,34.17,37,1551,2.2692,225000,4.449013157894737,0.2499075785582255,True,False,False,False
-118.12,34.17,52,777,3.7159,315400,5.788643533123029,0.17983651226158037,True,False,False,False
-118.13,34.17,52,966,3.6094,261500,5.171014492753623,0.2062780269058296,False,False,False,False
-118.14,34.18,52,996,3.9688,175000,5.167173252279635,0.1864705882352941,False,False,False,False
-118.14,34.17,52,1681,4.0524,173100,5.291666666666667,0.18222722159730034,False,False,False,False
-118.14,34.17,42,2112,2.7148,166800,4.222052067381317,0.2586144359811389,False,False,False,False
-118.14,34.18,50,1000,3.3068,154400,4.622291021671827,0.21835231078365708,False,False,False,False
-118.14,34.17,40,1056,2.3,146700,3.818840579710145,0.2381404174573055,False,False,False,False
-118.15,34.18,45,3117,2.3029,148800,4.472602739726027,0.2542113323124043,False,False,False,False
-118.15,34.16,18,1474,1.2891,181300,4.12289156626506,0.22384570426651082,False,False,False,False
-118.15,34.16,38,1661,2.2765,146600,5.603174603174603,0.21408336705787132,False,False,False,False
-118.16,34.16,44,925,1.7321,178400,4.919540229885057,0.21651090342679127,False,False,False,False
-118.16,34.17,46,674,3.5909,155400,5.913725490196079,0.17307692307692307,False,False,False,False
-118.16,34.16,43,545,4.1518,230700,6.105263157894737,0.17711598746081506,False,False,False,False
-118.16,34.16,52,696,6.07,261800,6.329317269076305,0.1516497461928934,False,False,False,False
-118.16,34.15,17,229,7.3715,263000,5.0060975609756095,0.19853836784409257,False,False,False,False
-118.14,34.16,39,2546,2.575,153500,3.591203104786546,0.3025936599423631,False,False,False,False
-118.14,34.15,52,227,1.5156,187500,2.75,0.3931203931203931,False,False,False,False
-118.15,34.16,52,2258,1.6921,162500,3.240740740740741,0.31012987012987014,False,False,False,False
-118.15,34.15,49,698,2.3654,137500,4.686046511627907,0.24689826302729528,False,False,False,False
-118.14,34.17,34,2073,2.3062,158000,4.4148148148148145,0.2533557046979866,False,False,False,False
-118.14,34.16,30,2869,2.1377,142300,3.3784135240572173,0.2913779830638953,False,False,False,False
-118.15,34.16,20,2135,1.6887,148600,4.16955017301038,0.26224066390041495,False,False,False,False
-118.15,34.17,36,1024,1.0846,146400,3.1,0.3010752688172043,False,False,False,False
-118.13,34.17,49,1329,3.2898,200000,4.293216630196937,0.2217125382262997,False,False,False,False
-118.14,34.16,36,2846,2.6217,156300,3.792091836734694,0.2714429868819374,False,False,False,False
-118.14,34.17,52,1716,2.7201,205700,4.939338235294118,0.22329735764793449,False,False,False,False
-118.13,34.16,36,1337,2.2095,176700,3.664406779661017,0.30434782608695654,False,False,False,False
-118.13,34.15,24,579,2.8125,141700,3.5046728971962615,0.3031111111111111,False,False,False,False
-118.14,34.15,17,971,0.8438,175000,2.9079754601226995,0.35548523206751054,False,False,False,False
-118.14,34.16,38,1449,2.2174,215400,3.517175572519084,0.30656538252848614,False,False,False,False
-118.12,34.16,30,940,2.8631,188600,4.42713567839196,0.23609534619750283,False,False,False,False
-118.13,34.16,33,2050,2.4817,169500,3.8757225433526012,0.2669649515287099,False,False,False,False
-118.13,34.15,18,1095,2.6038,155600,4.269230769230769,0.2864864864864865,False,False,False,False
-118.12,34.15,19,673,2.1763,168800,2.6273584905660377,0.3877917414721723,False,False,False,False
-118.12,34.15,22,1005,3.0119,171400,3.7720090293453725,0.2872531418312388,False,False,False,False
-118.13,34.15,9,1252,3.1875,173100,3.788808664259928,0.2977608384945212,False,False,False,False
-118.13,34.15,28,739,2.5903,125000,3.4643962848297214,0.29848078641644327,False,False,False,False
-118.12,34.17,52,1363,4.7098,287900,5.955555555555556,0.18385345997286295,True,False,False,False
-118.13,34.16,52,984,4.0,250400,5.142857142857143,0.1907051282051282,False,False,False,False
-118.13,34.16,52,1024,3.6719,227900,5.465753424657534,0.19674185463659147,False,False,False,False
-118.13,34.16,52,1107,2.5664,215000,4.3585365853658535,0.23894795747062114,False,False,False,False
-118.09,34.17,36,1131,4.3083,269300,6.277292576419214,0.192,True,False,False,False
-118.1,34.16,44,1235,4.2386,283700,5.959488272921109,0.1774597495527728,True,False,False,False
-118.1,34.17,44,2296,3.4811,300500,5.011123470522803,0.19844617092119868,True,False,False,False
-118.12,34.17,52,1308,3.0417,222600,4.638115631691649,0.22299168975069253,True,False,False,False
-118.11,34.16,52,1229,5.4223,325600,7.112612612612613,0.14534515516149463,True,False,False,False
-118.11,34.16,52,1101,4.2065,320300,5.6826484018264845,0.17557251908396945,True,False,False,False
-118.11,34.16,52,852,3.4583,239900,4.421568627450981,0.2025129342202513,True,False,False,False
-118.11,34.15,40,1038,2.6172,196100,4.4520547945205475,0.261025641025641,False,False,False,False
-118.11,34.15,26,1186,3.6474,184100,3.923076923076923,0.25444596443228457,False,False,False,False
-118.12,34.15,35,984,3.4167,198200,4.583333333333333,0.2539772727272727,False,False,False,False
-118.12,34.16,52,1211,5.0237,241900,5.2559241706161135,0.19702434625789,False,False,False,False
-118.1,34.16,46,1412,5.3272,330200,5.748995983935743,0.17918267551519385,True,False,False,False
-118.1,34.15,32,543,3.0096,199000,4.6350710900473935,0.23210633946830267,True,False,False,False
-118.1,34.15,14,782,2.7431,177500,4.204081632653061,0.25589459084604715,True,False,False,False
-118.08,34.16,42,1713,4.5461,242400,5.629032258064516,0.19054441260744986,True,False,False,False
-118.09,34.15,46,150,2.2321,237500,4.927272727272728,0.2730627306273063,True,False,False,False
-118.09,34.15,52,268,3.5568,205000,6.090909090909091,0.21044776119402986,True,False,False,False
-118.09,34.15,49,688,4.3452,260100,5.642307692307693,0.17655078391274712,True,False,False,False
-118.09,34.16,45,942,5.0393,321100,6.229461756373937,0.1628012733060482,True,False,False,False
-118.07,34.16,39,730,6.4761,397500,6.536231884057971,0.14689578713968957,True,False,False,False
-118.07,34.16,35,970,4.2143,369400,5.627002288329519,0.17812118747458316,True,False,False,False
-118.07,34.15,45,672,3.4087,209200,4.67948717948718,0.21643835616438356,True,False,False,False
-118.07,34.14,42,1668,3.375,260400,5.095541401273885,0.2140625,True,False,False,False
-118.08,34.14,45,1903,3.1729,218700,5.2196428571428575,0.20663701676359905,True,False,False,False
-118.08,34.14,52,431,6.1159,470800,6.855614973262032,0.14742589703588144,True,False,False,False
-118.08,34.14,42,1149,3.88,281100,5.02803738317757,0.21895910780669145,True,False,False,False
-118.09,34.14,40,1457,5.3377,373800,5.768656716417911,0.1775549805950841,True,False,False,False
-118.09,34.15,45,749,2.8007,210900,4.113149847094801,0.26468401486988846,True,False,False,False
-118.1,34.14,45,1287,3.5804,324400,4.9056,0.21493803000652315,False,False,False,False
-118.11,34.14,52,810,6.0948,358700,7.795454545454546,0.13827571845064557,False,False,False,False
-118.1,34.14,26,3001,3.6572,213200,4.160797342192691,0.2626956244011498,False,False,False,False
-118.11,34.14,44,1417,4.1324,434800,5.129082426127527,0.18647665251667678,False,False,False,False
-118.12,34.14,25,1718,3.1033,217900,3.6114044350580783,0.285672514619883,False,False,False,False
-118.13,34.14,23,2511,3.4531,210900,4.021339220014717,0.27337602927721866,False,False,False,False
-118.13,34.14,29,1658,3.2643,163900,3.688082901554404,0.29053104804720425,False,False,False,False
-118.14,34.14,24,4210,3.6997,225000,3.991812865497076,0.2757105186053326,False,False,False,False
-118.14,34.14,17,1694,2.9511,282300,3.5869336143308748,0.29700352526439483,False,False,False,False
-118.15,34.14,27,755,3.875,258300,3.6207729468599035,0.28418945963975983,False,False,False,False
-118.15,34.14,45,454,2.3,55000,3.0,0.35174953959484345,False,False,False,False
-118.15,34.14,52,361,1.625,187500,3.8380952380952382,0.2903225806451613,False,False,False,False
-118.18,34.13,44,1057,7.9213,477800,6.44811320754717,0.15179224579370884,False,False,False,False
-118.18,34.13,39,1007,6.1953,363000,6.90952380952381,0.15851137146795313,False,False,False,False
-118.18,34.14,38,1131,7.7116,360900,6.535483870967742,0.1602500822639026,False,False,False,False
-118.15,34.13,50,947,4.7344,314700,5.416851441241685,0.20221039705280394,False,False,False,False
-118.14,34.13,16,1505,4.9167,251100,4.558109833971903,0.2300364247688428,False,False,False,False
-118.14,34.13,49,1650,5.1072,479700,5.989203778677463,0.18093735917079765,False,False,False,False
-118.15,34.13,34,430,3.6389,215000,3.868544600938967,0.27184466019417475,False,False,False,False
-118.08,34.13,39,413,5.9546,396700,5.669064748201439,0.16243654822335024,True,False,False,False
-118.08,34.12,41,807,5.5067,325000,5.666666666666667,0.17521902377972465,False,False,False,False
-118.09,34.12,38,1284,5.4536,342700,6.092378752886836,0.16376042456406367,False,False,False,False
-118.09,34.12,38,779,5.6152,359900,5.989510489510489,0.16637478108581435,False,False,False,False
-118.07,34.13,27,1992,3.301,251200,4.439624853458382,0.24108793240031687,True,False,False,False
-118.08,34.13,28,2273,3.5671,228500,4.7049525816649105,0.2206047032474804,True,False,False,False
-118.07,34.12,30,1194,4.1136,279900,4.145009416195857,0.25397546569741025,True,False,False,False
-118.07,34.12,43,802,4.2312,272600,5.610108303249097,0.18468468468468469,True,False,False,False
-118.08,34.12,34,1541,3.6827,264100,5.197508896797153,0.21944539541252994,False,False,False,False
-118.08,34.12,27,757,4.2434,270500,5.315457413249211,0.20237388724035607,False,False,False,False
-118.07,34.11,41,1627,5.0736,270700,5.382739212007505,0.19623562216800278,False,False,False,False
-118.07,34.11,47,419,3.1576,225000,5.333333333333333,0.23317307692307693,False,False,False,False
-118.08,34.11,42,1494,3.9464,257200,5.024856596558317,0.1997716894977169,False,False,False,False
-118.08,34.11,42,927,5.5924,285300,5.562146892655368,0.1792788217369223,False,False,False,False
-118.08,34.1,32,1500,3.0819,214600,5.370018975332068,0.22791519434628976,False,False,False,False
-118.09,34.11,36,1231,4.6442,316800,6.153526970954357,0.17768037761294672,False,False,False,False
-118.09,34.11,45,764,6.5078,414800,6.515570934256055,0.1460435475305364,False,False,False,False
-118.1,34.1,52,792,3.75,280000,6.081632653061225,0.17505592841163312,False,False,False,False
-118.1,34.11,49,1317,6.706,351400,6.802020202020202,0.15533115533115532,False,False,False,False
-118.11,34.11,50,753,6.7099,352200,7.503521126760563,0.1379633974659784,False,False,False,False
-118.11,34.1,49,1329,5.2503,292900,5.738775510204082,0.16998577524893316,False,False,False,False
-118.12,34.11,48,785,5.2131,359600,6.658307210031348,0.1501883239171375,False,False,False,False
-118.12,34.1,49,1103,4.0556,282600,4.968599033816425,0.20904229460379192,False,False,False,False
-118.12,34.1,34,1435,4.2344,306300,5.137323943661972,0.19019876627827279,False,False,False,False
-118.13,34.1,19,1396,2.5663,197500,3.9004267425320056,0.27571115973741794,False,False,False,False
-118.13,34.09,21,2773,2.7816,188200,3.50453720508167,0.30709476954945625,False,False,False,False
-118.13,34.1,26,2153,3.1103,214100,3.9507772020725387,0.27049180327868855,False,False,False,False
-118.14,34.09,20,2622,2.918,208700,3.690578158458244,0.29213809109370464,False,False,False,False
-118.13,34.11,45,755,4.825,351100,5.426829268292683,0.16235955056179777,False,False,False,False
-118.13,34.1,24,2478,3.1975,252400,4.218608852755194,0.25374732334047106,False,False,False,False
-118.14,34.1,52,2290,2.8919,258400,5.140506329113924,0.2120167446441763,False,False,False,False
-118.14,34.11,52,1427,5.2292,444500,6.293457943925234,0.16186516186516187,False,False,False,False
-118.15,34.1,52,1927,3.9485,419100,5.440251572327044,0.19028901734104045,False,False,False,False
-118.15,34.11,52,930,7.4111,469100,6.766381766381766,0.15536842105263157,False,False,False,False
-118.15,34.11,52,704,3.7895,364800,5.705882352941177,0.18900343642611683,False,False,False,False
-118.15,34.11,52,363,4.2981,352800,6.329113924050633,0.192,False,False,False,False
-118.15,34.12,36,2719,3.8427,319700,4.3644793152639085,0.24726262461186468,False,False,False,False
-118.15,34.12,43,742,3.8529,350000,4.2191142191142195,0.23591160220994475,False,False,False,False
-118.15,34.12,52,725,3.4018,204500,5.128378378378378,0.22661396574440051,False,False,False,False
-118.16,34.12,38,940,5.4165,435100,4.609504132231405,0.21918422232182877,False,False,False,False
-118.17,34.12,37,995,4.2944,354700,4.893246187363834,0.21415850400712377,False,False,False,False
-118.15,34.11,39,1314,3.5875,309300,4.921052631578948,0.22230710466004583,False,False,False,False
-118.15,34.1,39,1847,3.4559,364900,4.645783132530121,0.22484439834024897,False,False,False,False
-118.16,34.11,31,2639,4.1661,364400,5.296570898980537,0.20192475940507437,False,False,False,False
-118.16,34.11,48,632,3.7235,263600,4.662393162393163,0.21631530705774518,False,False,False,False
-118.17,34.11,39,892,3.6406,278900,3.9328859060402683,0.24800910125142206,False,False,False,False
-118.17,34.11,26,2370,4.9676,381400,5.333690987124464,0.20036210018105008,False,False,False,False
-118.17,34.1,25,1922,8.058,477300,6.815950920245399,0.1455895589558956,False,False,False,False
-118.14,34.1,27,2411,3.108,231000,4.365487674169346,0.2487110238153695,False,False,False,False
-118.15,34.09,27,1456,2.8062,192800,5.06544502617801,0.23772609819121446,False,False,False,False
-118.15,34.09,52,1238,4.4306,225800,5.4665012406947895,0.19518837948252382,False,False,False,False
-118.16,34.09,52,1122,3.1204,224000,4.051764705882353,0.2601626016260163,False,False,False,False
-118.15,34.1,36,2277,3.1211,229300,4.243961352657005,0.2327831531018782,False,False,False,False
-118.15,34.08,44,941,3.125,205600,4.11328125,0.23836657169990502,False,False,False,False
-118.15,34.08,48,2446,3.3988,199200,4.697585768742059,0.22071950229916149,False,False,False,False
-118.14,34.09,28,2934,2.7483,218800,4.106508875739645,0.2706532180595581,False,False,False,False
-118.14,34.09,38,1547,2.85,219000,3.7934782608695654,0.26189111747851,False,False,False,False
-118.14,34.08,24,2909,2.7036,170000,3.8568665377176017,0.2753259779338014,False,False,False,False
-118.14,34.08,30,1110,2.3464,191700,4.141618497109826,0.27704117236566644,False,False,False,False
-118.14,34.08,24,2937,2.9405,217800,3.7675879396984926,0.2620873624541514,False,False,False,False
-118.14,34.07,52,523,3.665,220400,4.088235294117647,0.20863309352517986,False,False,False,False
-118.11,34.1,44,1454,3.3229,226600,4.412280701754386,0.21620278330019882,False,False,False,False
-118.12,34.09,25,3518,3.2307,188400,3.757716049382716,0.2815195071868583,False,False,False,False
-118.13,34.09,42,662,3.0078,191700,3.3333333333333335,0.3028571428571429,False,False,False,False
-118.13,34.09,42,1936,2.2214,219000,3.7292576419213974,0.304839968774395,False,False,False,False
-118.13,34.08,40,1367,2.575,228400,4.329596412556054,0.23252200932159503,False,False,False,False
-118.09,34.1,27,3620,2.7436,201700,4.159169550173011,0.2549084858569052,False,False,False,False
-118.1,34.1,41,1249,2.6553,183100,4.4627831715210355,0.22842639593908629,False,False,False,False
